Departamento,provincia,Clae3,Empleados
LINCOLN,BUENOS AIRES,105,272.0
LOBERIA,BUENOS AIRES,014,217.0
LOBOS,BUENOS AIRES,492,12.0
LOMAS DE ZAMORA,BUENOS AIRES,104,180.0
LOMAS DE ZAMORA,BUENOS AIRES,152,181.0
LOMAS DE ZAMORA,BUENOS AIRES,202,204.0
LOMAS DE ZAMORA,BUENOS AIRES,259,33.0
LOMAS DE ZAMORA,BUENOS AIRES,293,18.0
LOMAS DE ZAMORA,BUENOS AIRES,352,155.0
LOMAS DE ZAMORA,BUENOS AIRES,464,76.0
LOMAS DE ZAMORA,BUENOS AIRES,475,32.0
LOMAS DE ZAMORA,BUENOS AIRES,477,654.0
LOMAS DE ZAMORA,BUENOS AIRES,477,59.0
LOMAS DE ZAMORA,BUENOS AIRES,477,16.0
LOMAS DE ZAMORA,BUENOS AIRES,477,156.0
LOMAS DE ZAMORA,BUENOS AIRES,492,46.0
LOMAS DE ZAMORA,BUENOS AIRES,521,43.0
LOMAS DE ZAMORA,BUENOS AIRES,562,237.0
LOMAS DE ZAMORA,BUENOS AIRES,562,81.0
LOMAS DE ZAMORA,BUENOS AIRES,649,143.0
LOMAS DE ZAMORA,BUENOS AIRES,692,157.0
LOMAS DE ZAMORA,BUENOS AIRES,702,76.0
LOMAS DE ZAMORA,BUENOS AIRES,939,79.0
LUJAN,BUENOS AIRES,463,83.0
LUJAN,BUENOS AIRES,477,32.0
LUJAN,BUENOS AIRES,712,39.0
LUJAN,BUENOS AIRES,920,148.0
MALVINAS ARGENTINAS,BUENOS AIRES,271,104.0
MALVINAS ARGENTINAS,BUENOS AIRES,293,1595.0
MALVINAS ARGENTINAS,BUENOS AIRES,472,33.0
MALVINAS ARGENTINAS,BUENOS AIRES,477,40.0
MALVINAS ARGENTINAS,BUENOS AIRES,920,47.0
MARCOS PAZ,BUENOS AIRES,475,12.0
MERCEDES,BUENOS AIRES,472,53.0
MERCEDES,BUENOS AIRES,530,86.0
MERLO,BUENOS AIRES,463,30.0
MERLO,BUENOS AIRES,471,215.0
MERLO,BUENOS AIRES,476,37.0
MERLO,BUENOS AIRES,477,150.0
MERLO,BUENOS AIRES,477,20.0
MERLO,BUENOS AIRES,492,102.0
MERLO,BUENOS AIRES,691,26.0
MERLO,BUENOS AIRES,702,309.0
MORENO,BUENOS AIRES,869,398.0
MORENO,BUENOS AIRES,870,55.0
MORON,BUENOS AIRES,221,111.0
MORON,BUENOS AIRES,222,1016.0
MORON,BUENOS AIRES,381,367.0
MORON,BUENOS AIRES,451,95.0
MORON,BUENOS AIRES,463,153.0
MORON,BUENOS AIRES,466,216.0
MORON,BUENOS AIRES,466,128.0
MORON,BUENOS AIRES,466,22.0
MORON,BUENOS AIRES,471,146.0
MORON,BUENOS AIRES,477,40.0
MORON,BUENOS AIRES,477,15.0
MORON,BUENOS AIRES,602,48.0
MORON,BUENOS AIRES,773,41.0
MORON,BUENOS AIRES,821,10.0
MORON,BUENOS AIRES,862,109.0
MORON,BUENOS AIRES,870,408.0
MORON,BUENOS AIRES,952,28.0
NECOCHEA,BUENOS AIRES,104,324.0
NECOCHEA,BUENOS AIRES,477,143.0
NECOCHEA,BUENOS AIRES,691,31.0
9 DE JULIO,BUENOS AIRES,282,145.0
9 DE JULIO,BUENOS AIRES,451,21.0
OLAVARRIA,BUENOS AIRES,351,35.0
OLAVARRIA,BUENOS AIRES,453,7.0
OLAVARRIA,BUENOS AIRES,492,478.0
OLAVARRIA,BUENOS AIRES,773,11.0
PERGAMINO,BUENOS AIRES,016,15.0
PERGAMINO,BUENOS AIRES,251,133.0
PERGAMINO,BUENOS AIRES,310,178.0
PERGAMINO,BUENOS AIRES,475,25.0
PILAR,BUENOS AIRES,101,289.0
PILAR,BUENOS AIRES,104,221.0
PILAR,BUENOS AIRES,106,110.0
PILAR,BUENOS AIRES,131,217.0
PILAR,BUENOS AIRES,152,144.0
PILAR,BUENOS AIRES,201,327.0
PILAR,BUENOS AIRES,239,425.0
PILAR,BUENOS AIRES,239,701.0
PILAR,BUENOS AIRES,272,277.0
PILAR,BUENOS AIRES,410,679.0
PILAR,BUENOS AIRES,461,9.0
PILAR,BUENOS AIRES,474,55.0
PILAR,BUENOS AIRES,475,40.0
PILAR,BUENOS AIRES,476,39.0
PILAR,BUENOS AIRES,477,15.0
PILAR,BUENOS AIRES,551,755.0
PILAR,BUENOS AIRES,702,53.0
PILAR,BUENOS AIRES,812,459.0
PILAR,BUENOS AIRES,869,73.0
PILAR,BUENOS AIRES,870,186.0
PINAMAR,BUENOS AIRES,551,30.0
PUAN,BUENOS AIRES,461,199.0
QUILMES,BUENOS AIRES,149,29.0
QUILMES,BUENOS AIRES,239,63.0
QUILMES,BUENOS AIRES,452,19.0
QUILMES,BUENOS AIRES,463,33.0
QUILMES,BUENOS AIRES,463,169.0
QUILMES,BUENOS AIRES,465,51.0
QUILMES,BUENOS AIRES,466,43.0
QUILMES,BUENOS AIRES,466,31.0
QUILMES,BUENOS AIRES,475,22.0
QUILMES,BUENOS AIRES,475,10.0
QUILMES,BUENOS AIRES,475,215.0
QUILMES,BUENOS AIRES,475,23.0
QUILMES,BUENOS AIRES,476,52.0
QUILMES,BUENOS AIRES,476,93.0
QUILMES,BUENOS AIRES,477,28.0
QUILMES,BUENOS AIRES,492,1600.0
QUILMES,BUENOS AIRES,521,181.0
QUILMES,BUENOS AIRES,522,48.0
QUILMES,BUENOS AIRES,562,18.0
QUILMES,BUENOS AIRES,682,68.0
QUILMES,BUENOS AIRES,691,62.0
QUILMES,BUENOS AIRES,812,126.0
QUILMES,BUENOS AIRES,931,344.0
QUILMES,BUENOS AIRES,942,593.0
RAMALLO,BUENOS AIRES,191,22.0
RAMALLO,BUENOS AIRES,522,81.0
ROJAS,BUENOS AIRES,013,115.0
ROJAS,BUENOS AIRES,014,40.0
ROJAS,BUENOS AIRES,202,684.0
ROQUE PEREZ,BUENOS AIRES,014,8.0
ROQUE PEREZ,BUENOS AIRES,101,185.0
SAAVEDRA,BUENOS AIRES,143,96.0
SALADILLO,BUENOS AIRES,108,100.0
SALTO,BUENOS AIRES,016,48.0
SAN ANTONIO DE ARECO,BUENOS AIRES,014,21.0
SAN FERNANDO,BUENOS AIRES,022,40.0
SAN FERNANDO,BUENOS AIRES,107,162.0
SAN FERNANDO,BUENOS AIRES,110,112.0
SAN FERNANDO,BUENOS AIRES,110,482.0
SAN FERNANDO,BUENOS AIRES,221,2025.0
SAN FERNANDO,BUENOS AIRES,239,24.0
SAN FERNANDO,BUENOS AIRES,329,41.0
SAN FERNANDO,BUENOS AIRES,463,84.0
SAN FERNANDO,BUENOS AIRES,472,31.0
SAN FERNANDO,BUENOS AIRES,473,220.0
SAN FERNANDO,BUENOS AIRES,551,7.0
SAN FERNANDO,BUENOS AIRES,812,278.0
SAN FERNANDO,BUENOS AIRES,920,340.0
SAN FERNANDO,BUENOS AIRES,942,306.0
SAN ISIDRO,BUENOS AIRES,016,78.0
SAN ISIDRO,BUENOS AIRES,107,206.0
SAN ISIDRO,BUENOS AIRES,107,113.0
SAN ISIDRO,BUENOS AIRES,110,163.0
SAN ISIDRO,BUENOS AIRES,141,481.0
SAN ISIDRO,BUENOS AIRES,259,141.0
SAN ISIDRO,BUENOS AIRES,259,164.0
SAN ISIDRO,BUENOS AIRES,271,238.0
SAN ISIDRO,BUENOS AIRES,275,551.0
SAN ISIDRO,BUENOS AIRES,410,1115.0
SAN ISIDRO,BUENOS AIRES,452,10.0
SAN ISIDRO,BUENOS AIRES,463,17.0
SAN ISIDRO,BUENOS AIRES,475,127.0
SAN ISIDRO,BUENOS AIRES,477,152.0
SAN ISIDRO,BUENOS AIRES,492,402.0
SAN ISIDRO,BUENOS AIRES,561,1065.0
SAN ISIDRO,BUENOS AIRES,619,228.0
SAN ISIDRO,BUENOS AIRES,692,607.0
SAN ISIDRO,BUENOS AIRES,852,2565.0
SAN ISIDRO,BUENOS AIRES,863,96.0
SAN ISIDRO,BUENOS AIRES,931,109.0
SAN ISIDRO,BUENOS AIRES,960,180.0
SAN ISIDRO,BUENOS AIRES,960,32.0
SAN MIGUEL,BUENOS AIRES,016,10.0
SAN MIGUEL,BUENOS AIRES,016,15.0
SAN MIGUEL,BUENOS AIRES,360,185.0
SAN MIGUEL,BUENOS AIRES,461,74.0
SAN MIGUEL,BUENOS AIRES,464,33.0
SAN MIGUEL,BUENOS AIRES,472,39.0
SAN MIGUEL,BUENOS AIRES,475,85.0
SAN MIGUEL,BUENOS AIRES,551,54.0
SAN MIGUEL,BUENOS AIRES,561,382.0
SAN MIGUEL,BUENOS AIRES,561,89.0
SAN MIGUEL,BUENOS AIRES,801,1212.0
SAN MIGUEL,BUENOS AIRES,821,13.0
SAN MIGUEL,BUENOS AIRES,853,203.0
SAN MIGUEL,BUENOS AIRES,870,163.0
SAN NICOLAS,BUENOS AIRES,351,196.0
SAN NICOLAS,BUENOS AIRES,453,65.0
SAN NICOLAS,BUENOS AIRES,475,13.0
SAN NICOLAS,BUENOS AIRES,475,92.0
SAN NICOLAS,BUENOS AIRES,477,16.0
SAN NICOLAS,BUENOS AIRES,477,3.0
SAN NICOLAS,BUENOS AIRES,829,459.0
SAN PEDRO,BUENOS AIRES,012,200.0
SAN PEDRO,BUENOS AIRES,461,24.0
SAN PEDRO,BUENOS AIRES,721,31.0
TANDIL,BUENOS AIRES,011,178.0
TANDIL,BUENOS AIRES,016,14.0
TANDIL,BUENOS AIRES,101,554.0
TANDIL,BUENOS AIRES,463,52.0
TANDIL,BUENOS AIRES,463,220.0
TANDIL,BUENOS AIRES,465,54.0
TANDIL,BUENOS AIRES,475,113.0
TANDIL,BUENOS AIRES,475,72.0
TANDIL,BUENOS AIRES,477,259.0
TANDIL,BUENOS AIRES,477,39.0
TANDIL,BUENOS AIRES,477,43.0
TANDIL,BUENOS AIRES,561,106.0
TANDIL,BUENOS AIRES,620,266.0
TANDIL,BUENOS AIRES,649,105.0
TANDIL,BUENOS AIRES,801,66.0
TIGRE,BUENOS AIRES,107,56.0
TIGRE,BUENOS AIRES,131,55.0
TIGRE,BUENOS AIRES,202,403.0
TIGRE,BUENOS AIRES,241,64.0
TIGRE,BUENOS AIRES,259,44.0
TIGRE,BUENOS AIRES,331,5.0
TIGRE,BUENOS AIRES,332,22.0
TIGRE,BUENOS AIRES,433,61.0
TIGRE,BUENOS AIRES,465,413.0
TIGRE,BUENOS AIRES,466,22.0
TIGRE,BUENOS AIRES,472,111.0
TIGRE,BUENOS AIRES,475,93.0
TIGRE,BUENOS AIRES,477,247.0
TIGRE,BUENOS AIRES,524,61.0
TIGRE,BUENOS AIRES,530,38.0
TIGRE,BUENOS AIRES,661,28.0
TIGRE,BUENOS AIRES,780,1853.0
TIGRE,BUENOS AIRES,801,1930.0
TORNQUIST,BUENOS AIRES,014,7.0
TRENQUE LAUQUEN,BUENOS AIRES,105,298.0
TRENQUE LAUQUEN,BUENOS AIRES,452,13.0
TRENQUE LAUQUEN,BUENOS AIRES,492,43.0
TRES ARROYOS,BUENOS AIRES,106,365.0
TRES ARROYOS,BUENOS AIRES,472,15.0
TRES DE FEBRERO,BUENOS AIRES,101,165.0
TRES DE FEBRERO,BUENOS AIRES,107,17.0
TRES DE FEBRERO,BUENOS AIRES,110,389.0
TRES DE FEBRERO,BUENOS AIRES,151,30.0
TRES DE FEBRERO,BUENOS AIRES,162,90.0
TRES DE FEBRERO,BUENOS AIRES,170,396.0
TRES DE FEBRERO,BUENOS AIRES,251,257.0
TRES DE FEBRERO,BUENOS AIRES,331,15.0
TRES DE FEBRERO,BUENOS AIRES,360,26.0
TRES DE FEBRERO,BUENOS AIRES,461,23.0
TRES DE FEBRERO,BUENOS AIRES,463,110.0
TRES DE FEBRERO,BUENOS AIRES,466,22.0
TRES DE FEBRERO,BUENOS AIRES,469,389.0
TRES DE FEBRERO,BUENOS AIRES,471,31.0
TRES DE FEBRERO,BUENOS AIRES,472,28.0
TRES DE FEBRERO,BUENOS AIRES,472,205.0
TRES DE FEBRERO,BUENOS AIRES,561,56.0
TRES DE FEBRERO,BUENOS AIRES,692,118.0
TRES DE FEBRERO,BUENOS AIRES,870,186.0
VICENTE LOPEZ,BUENOS AIRES,104,163.0
VICENTE LOPEZ,BUENOS AIRES,110,66.0
VICENTE LOPEZ,BUENOS AIRES,181,211.0
VICENTE LOPEZ,BUENOS AIRES,259,170.0
VICENTE LOPEZ,BUENOS AIRES,310,291.0
VICENTE LOPEZ,BUENOS AIRES,464,80.0
VICENTE LOPEZ,BUENOS AIRES,464,56.0
VICENTE LOPEZ,BUENOS AIRES,464,28.0
VICENTE LOPEZ,BUENOS AIRES,477,39.0
VICENTE LOPEZ,BUENOS AIRES,477,21.0
VICENTE LOPEZ,BUENOS AIRES,491,349.0
VICENTE LOPEZ,BUENOS AIRES,620,2052.0
VICENTE LOPEZ,BUENOS AIRES,702,41.0
VICENTE LOPEZ,BUENOS AIRES,801,11368.0
VICENTE LOPEZ,BUENOS AIRES,821,20.0
VICENTE LOPEZ,BUENOS AIRES,951,35.0
VILLA GESELL,BUENOS AIRES,471,108.0
ZARATE,BUENOS AIRES,110,33.0
ZARATE,BUENOS AIRES,221,22.0
ZARATE,BUENOS AIRES,291,7707.0
ZARATE,BUENOS AIRES,432,98.0
ZARATE,BUENOS AIRES,452,9.0
ZARATE,BUENOS AIRES,475,42.0
ZARATE,BUENOS AIRES,829,570.0
CAPITAL,CATAMARCA,014,6.0
CAPITAL,CATAMARCA,471,48.0
CAPITAL,CATAMARCA,475,17.0
CAPITAL,CATAMARCA,476,77.0
CAPITAL,CATAMARCA,477,14.0
CAPITAL,CATAMARCA,581,94.0
CAPITAL,CATAMARCA,649,32.0
CAPITAL,CATAMARCA,681,147.0
CAPITAL,CATAMARCA,711,87.0
CAPITAL,CATAMARCA,864,176.0
CAPITAL,CATAMARCA,952,19.0
CAPITAL,CORDOBA,011,15.0
CAPITAL,CORDOBA,014,35.0
CAPITAL,CORDOBA,139,49.0
CAPITAL,CORDOBA,141,171.0
CAPITAL,CORDOBA,162,75.0
CAPITAL,CORDOBA,243,166.0
CAPITAL,CORDOBA,275,151.0
CAPITAL,CORDOBA,331,10.0
CAPITAL,CORDOBA,352,332.0
CAPITAL,CORDOBA,452,18.0
CAPITAL,CORDOBA,453,273.0
CAPITAL,CORDOBA,463,100.0
CAPITAL,CORDOBA,463,203.0
CAPITAL,CORDOBA,463,583.0
CAPITAL,CORDOBA,464,41.0
CAPITAL,CORDOBA,464,177.0
CAPITAL,CORDOBA,464,102.0
CAPITAL,CORDOBA,465,404.0
CAPITAL,CORDOBA,469,1799.0
CAPITAL,CORDOBA,474,494.0
CAPITAL,CORDOBA,475,30.0
CAPITAL,CORDOBA,477,117.0
CAPITAL,CORDOBA,477,152.0
CAPITAL,CORDOBA,523,882.0
CAPITAL,CORDOBA,561,270.0
CAPITAL,CORDOBA,614,62.0
CAPITAL,CORDOBA,651,709.0
CAPITAL,CORDOBA,651,182.0
CAPITAL,CORDOBA,791,355.0
CAPITAL,CORDOBA,813,262.0
CAPITAL,CORDOBA,851,238.0
CAPITAL,CORDOBA,870,157.0
CAPITAL,CORDOBA,949,259.0
COLON,CORDOBA,014,279.0
COLON,CORDOBA,120,34.0
COLON,CORDOBA,251,132.0
COLON,CORDOBA,251,88.0
COLON,CORDOBA,351,324.0
COLON,CORDOBA,431,64.0
COLON,CORDOBA,433,23.0
COLON,CORDOBA,461,86.0
COLON,CORDOBA,461,31.0
COLON,CORDOBA,472,76.0
COLON,CORDOBA,472,20.0
COLON,CORDOBA,477,29.0
COLON,CORDOBA,561,205.0
COLON,CORDOBA,812,28.0
COLON,CORDOBA,942,136.0
GENERAL ROCA,CORDOBA,014,181.0
GENERAL ROCA,CORDOBA,016,24.0
GENERAL ROCA,CORDOBA,351,163.0
GENERAL ROCA,CORDOBA,492,100.0
GENERAL ROCA,CORDOBA,492,51.0
GENERAL SAN MARTIN,CORDOBA,101,78.0
GENERAL SAN MARTIN,CORDOBA,105,1117.0
GENERAL SAN MARTIN,CORDOBA,239,34.0
GENERAL SAN MARTIN,CORDOBA,452,7.0
GENERAL SAN MARTIN,CORDOBA,492,87.0
GENERAL SAN MARTIN,CORDOBA,614,62.0
GENERAL SAN MARTIN,CORDOBA,750,20.0
GENERAL SAN MARTIN,CORDOBA,862,108.0
JUAREZ CELMAN,CORDOBA,492,144.0
JUAREZ CELMAN,CORDOBA,852,456.0
MARCOS JUAREZ,CORDOBA,011,1468.0
MARCOS JUAREZ,CORDOBA,461,763.0
MARCOS JUAREZ,CORDOBA,465,198.0
PRESIDENTE ROQUE SAENZ PEÑA,CORDOBA,465,68.0
PRESIDENTE ROQUE SAENZ PEÑA,CORDOBA,681,20.0
PUNILLA,CORDOBA,170,104.0
PUNILLA,CORDOBA,453,52.0
PUNILLA,CORDOBA,472,105.0
PUNILLA,CORDOBA,492,90.0
PUNILLA,CORDOBA,561,573.0
PUNILLA,CORDOBA,561,30.0
PUNILLA,CORDOBA,854,23.0
PUNILLA,CORDOBA,942,828.0
RIO CUARTO,CORDOBA,016,16.0
RIO CUARTO,CORDOBA,107,140.0
RIO CUARTO,CORDOBA,239,69.0
RIO CUARTO,CORDOBA,381,284.0
RIO CUARTO,CORDOBA,452,11.0
RIO CUARTO,CORDOBA,475,11.0
RIO CUARTO,CORDOBA,475,38.0
RIO CUARTO,CORDOBA,477,32.0
RIO CUARTO,CORDOBA,851,1480.0
RIO CUARTO,CORDOBA,941,41.0
RIO CUARTO,CORDOBA,960,48.0
RIO PRIMERO,CORDOBA,492,119.0
RIO PRIMERO,CORDOBA,681,24.0
RIO SEGUNDO,CORDOBA,011,827.0
RIO SEGUNDO,CORDOBA,016,10.0
RIO SEGUNDO,CORDOBA,462,31.0
RIO SEGUNDO,CORDOBA,466,59.0
RIO SEGUNDO,CORDOBA,473,346.0
SAN ALBERTO,CORDOBA,011,162.0
SAN JAVIER,CORDOBA,011,6.0
SAN JUSTO,CORDOBA,011,10.0
SAN JUSTO,CORDOBA,014,1265.0
SAN JUSTO,CORDOBA,107,1741.0
SAN JUSTO,CORDOBA,221,52.0
SAN JUSTO,CORDOBA,275,123.0
SAN JUSTO,CORDOBA,281,80.0
SAN JUSTO,CORDOBA,453,91.0
SAN JUSTO,CORDOBA,463,60.0
SAN JUSTO,CORDOBA,464,24.0
SAN JUSTO,CORDOBA,465,194.0
SAN JUSTO,CORDOBA,466,180.0
SAN JUSTO,CORDOBA,477,62.0
SAN JUSTO,CORDOBA,869,442.0
SANTA MARIA,CORDOBA,266,196.0
SANTA MARIA,CORDOBA,473,227.0
SANTA MARIA,CORDOBA,562,144.0
TERCERO ARRIBA,CORDOBA,360,29.0
TERCERO ARRIBA,CORDOBA,422,168.0
TERCERO ARRIBA,CORDOBA,451,28.0
TERCERO ARRIBA,CORDOBA,477,36.0
UNION,CORDOBA,014,137.0
UNION,CORDOBA,466,43.0
CAPITAL,CORRIENTES,014,16.0
CAPITAL,CORRIENTES,452,13.0
CAPITAL,CORRIENTES,453,85.0
CAPITAL,CORRIENTES,472,504.0
CAPITAL,CORRIENTES,475,198.0
CAPITAL,CORRIENTES,476,81.0
CAPITAL,CORRIENTES,477,93.0
CAPITAL,CORRIENTES,561,380.0
CAPITAL,CORRIENTES,581,153.0
CAPITAL,CORRIENTES,960,69.0
GOYA,CORRIENTES,471,59.0
ITUZAINGO,CORRIENTES,201,216.0
ITUZAINGO,CORRIENTES,464,8.0
SALADAS,CORRIENTES,014,21.0
SANTO TOME,CORRIENTES,465,44.0
COMANDANTE FERNANDEZ,CHACO,472,30.0
COMANDANTE FERNANDEZ,CHACO,477,41.0
LIBERTADOR GENERAL SAN MARTIN,CHACO,022,43.0
SAN FERNANDO,CHACO,107,131.0
SAN FERNANDO,CHACO,410,1470.0
SAN FERNANDO,CHACO,451,734.0
SAN FERNANDO,CHACO,452,13.0
SAN FERNANDO,CHACO,463,49.0
SAN FERNANDO,CHACO,475,129.0
SAN FERNANDO,CHACO,477,56.0
SAN FERNANDO,CHACO,711,103.0
SAN FERNANDO,CHACO,812,291.0
SAN FERNANDO,CHACO,863,120.0
SAN FERNANDO,CHACO,870,72.0
SAN FERNANDO,CHACO,960,21.0
BIEDMA,CHUBUT,331,40.0
BIEDMA,CHUBUT,439,272.0
BIEDMA,CHUBUT,492,107.0
BIEDMA,CHUBUT,521,568.0
ESCALANTE,CHUBUT,331,48.0
ESCALANTE,CHUBUT,331,20.0
ESCALANTE,CHUBUT,422,706.0
ESCALANTE,CHUBUT,431,66.0
ESCALANTE,CHUBUT,472,41.0
ESCALANTE,CHUBUT,561,58.0
ESCALANTE,CHUBUT,691,68.0
ESCALANTE,CHUBUT,900,44.0
FLORENTINO AMEGHINO,CHUBUT,014,22.0
GAIMAN,CHUBUT,014,33.0
RAWSON,CHUBUT,031,76.0
RAWSON,CHUBUT,239,43.0
RAWSON,CHUBUT,463,22.0
RAWSON,CHUBUT,471,60.0
RAWSON,CHUBUT,869,460.0
COLON,ENTRE RIOS,014,11.0
COLON,ENTRE RIOS,472,24.0
CONCORDIA,ENTRE RIOS,293,15.0
CONCORDIA,ENTRE RIOS,463,132.0
CONCORDIA,ENTRE RIOS,466,90.0
CONCORDIA,ENTRE RIOS,477,46.0
CONCORDIA,ENTRE RIOS,477,46.0
CONCORDIA,ENTRE RIOS,649,51.0
CONCORDIA,ENTRE RIOS,829,69.0
CONCORDIA,ENTRE RIOS,853,233.0
FEDERACION,ENTRE RIOS,614,38.0
GUALEGUAY,ENTRE RIOS,017,3.0
GUALEGUAYCHU,ENTRE RIOS,106,103.0
GUALEGUAYCHU,ENTRE RIOS,272,222.0
GUALEGUAYCHU,ENTRE RIOS,475,20.0
GUALEGUAYCHU,ENTRE RIOS,475,96.0
GUALEGUAYCHU,ENTRE RIOS,551,18.0
GUALEGUAYCHU,ENTRE RIOS,949,248.0
PARANA,ENTRE RIOS,011,543.0
PARANA,ENTRE RIOS,014,213.0
PARANA,ENTRE RIOS,014,21.0
PARANA,ENTRE RIOS,452,8.0
PARANA,ENTRE RIOS,452,77.0
PARANA,ENTRE RIOS,461,925.0
PARANA,ENTRE RIOS,463,184.0
PARANA,ENTRE RIOS,475,236.0
PARANA,ENTRE RIOS,476,5.0
PARANA,ENTRE RIOS,477,15.0
PARANA,ENTRE RIOS,662,16.0
PARANA,ENTRE RIOS,722,36.0
PARANA,ENTRE RIOS,862,96.0
PARANA,ENTRE RIOS,949,131.0
URUGUAY,ENTRE RIOS,016,18.0
URUGUAY,ENTRE RIOS,162,107.0
URUGUAY,ENTRE RIOS,421,253.0
URUGUAY,ENTRE RIOS,522,113.0
VICTORIA,ENTRE RIOS,102,246.0
VILLAGUAY,ENTRE RIOS,016,23.0
VILLAGUAY,ENTRE RIOS,421,208.0
FORMOSA,FORMOSA,014,26.0
FORMOSA,FORMOSA,110,34.0
FORMOSA,FORMOSA,461,9.0
FORMOSA,FORMOSA,477,20.0
FORMOSA,FORMOSA,829,338.0
PATIÑO,FORMOSA,014,14.0
EL CARMEN,JUJUY,011,130.0
EL CARMEN,JUJUY,011,5012.0
DR. MANUEL BELGRANO,JUJUY,452,53.0
DR. MANUEL BELGRANO,JUJUY,463,109.0
DR. MANUEL BELGRANO,JUJUY,475,43.0
DR. MANUEL BELGRANO,JUJUY,477,111.0
DR. MANUEL BELGRANO,JUJUY,651,154.0
DR. MANUEL BELGRANO,JUJUY,750,15.0
DR. MANUEL BELGRANO,JUJUY,862,46.0
DR. MANUEL BELGRANO,JUJUY,863,65.0
DR. MANUEL BELGRANO,JUJUY,942,217.0
HUMAHUACA,JUJUY,072,233.0
SAN PEDRO,JUJUY,110,17.0
SANTA BARBARA,JUJUY,011,92.0
SANTA BARBARA,JUJUY,012,161.0
SUSQUES,JUJUY,099,154.0
CALEU CALEU,LA PAMPA,089,33.0
CAPITAL,LA PAMPA,477,4.0
CAPITAL,LA PAMPA,492,33.0
CAPITAL,LA PAMPA,492,60.0
CAPITAL,LA PAMPA,702,23.0
CHAPALEUFU,LA PAMPA,011,7.0
CHAPALEUFU,LA PAMPA,471,673.0
HUCAL,LA PAMPA,089,108.0
HUCAL,LA PAMPA,101,154.0
MARACO,LA PAMPA,014,209.0
MARACO,LA PAMPA,331,28.0
MARACO,LA PAMPA,472,23.0
MARACO,LA PAMPA,475,76.0
QUEMU QUEMU,LA PAMPA,014,94.0
ARAUCO,LA RIOJA,012,71.0
CAPITAL,LA RIOJA,110,14.0
CAPITAL,LA RIOJA,429,316.0
CAPITAL,LA RIOJA,463,60.0
CAPITAL,LA RIOJA,477,78.0
CAPITAL,MENDOZA,105,67.0
CAPITAL,MENDOZA,251,123.0
CAPITAL,MENDOZA,360,888.0
CAPITAL,MENDOZA,410,906.0
CAPITAL,MENDOZA,422,152.0
CAPITAL,MENDOZA,453,258.0
CAPITAL,MENDOZA,464,30.0
CAPITAL,MENDOZA,466,45.0
CAPITAL,MENDOZA,466,38.0
CAPITAL,MENDOZA,466,45.0
CAPITAL,MENDOZA,469,195.0
CAPITAL,MENDOZA,471,659.0
CAPITAL,MENDOZA,472,113.0
CAPITAL,MENDOZA,475,42.0
CAPITAL,MENDOZA,476,99.0
CAPITAL,MENDOZA,476,6.0
CAPITAL,MENDOZA,477,495.0
CAPITAL,MENDOZA,477,43.0
CAPITAL,MENDOZA,561,53.0
CAPITAL,MENDOZA,581,100.0
CAPITAL,MENDOZA,602,96.0
CAPITAL,MENDOZA,651,160.0
CAPITAL,MENDOZA,812,226.0
CAPITAL,MENDOZA,854,63.0
CAPITAL,MENDOZA,960,47.0
GODOY CRUZ,MENDOZA,016,39.0
GODOY CRUZ,MENDOZA,016,329.0
GODOY CRUZ,MENDOZA,251,272.0
GODOY CRUZ,MENDOZA,410,440.0
GODOY CRUZ,MENDOZA,429,154.0
GODOY CRUZ,MENDOZA,461,13.0
GODOY CRUZ,MENDOZA,463,290.0
GODOY CRUZ,MENDOZA,463,145.0
GODOY CRUZ,MENDOZA,852,459.0
GUAYMALLEN,MENDOZA,107,111.0
GUAYMALLEN,MENDOZA,107,55.0
GUAYMALLEN,MENDOZA,181,154.0
GUAYMALLEN,MENDOZA,381,650.0
GUAYMALLEN,MENDOZA,453,44.0
GUAYMALLEN,MENDOZA,463,50.0
GUAYMALLEN,MENDOZA,463,9.0
GUAYMALLEN,MENDOZA,472,86.0
GUAYMALLEN,MENDOZA,472,38.0
GUAYMALLEN,MENDOZA,475,22.0
GUAYMALLEN,MENDOZA,475,25.0
GUAYMALLEN,MENDOZA,475,196.0
GUAYMALLEN,MENDOZA,477,190.0
GUAYMALLEN,MENDOZA,477,25.0
GUAYMALLEN,MENDOZA,801,1157.0
GUAYMALLEN,MENDOZA,960,7.0
LAS HERAS,MENDOZA,239,172.0
LAS HERAS,MENDOZA,463,27.0
LAS HERAS,MENDOZA,492,328.0
LAS HERAS,MENDOZA,951,11.0
LAS HERAS,MENDOZA,960,45.0
LUJAN DE CUYO,MENDOZA,110,3246.0
LUJAN DE CUYO,MENDOZA,331,30.0
LUJAN DE CUYO,MENDOZA,461,12.0
LUJAN DE CUYO,MENDOZA,492,44.0
LUJAN DE CUYO,MENDOZA,773,22.0
MAIPU,MENDOZA,011,406.0
MAIPU,MENDOZA,231,230.0
MAIPU,MENDOZA,422,205.0
MAIPU,MENDOZA,473,244.0
MAIPU,MENDOZA,475,64.0
MAIPU,MENDOZA,477,26.0
MAIPU,MENDOZA,939,25.0
MAIPU,MENDOZA,941,160.0
SAN MARTIN,MENDOZA,012,105.0
SAN MARTIN,MENDOZA,463,222.0
SAN MARTIN,MENDOZA,475,67.0
SAN MARTIN,MENDOZA,614,57.0
SAN RAFAEL,MENDOZA,011,62.0
