Departamento,provincia,Clae3,Empleados
Capital,Catamarca,649,32.0
Capital,Catamarca,651,142.0
Capital,Catamarca,681,147.0
Capital,Catamarca,691,32.0
Capital,Catamarca,702,41.0
Capital,Catamarca,711,111.0
Capital,Catamarca,711,87.0
Capital,Catamarca,711,105.0
Capital,Catamarca,072,526.0
Capital,Catamarca,750,13.0
Capital,Catamarca,771,18.0
Capital,Catamarca,791,194.0
Capital,Catamarca,851,2362.0
Capital,Catamarca,854,83.0
Capital,Catamarca,862,28.0
Capital,Catamarca,863,125.0
Capital,Catamarca,863,258.0
Capital,Catamarca,864,176.0
Capital,Catamarca,869,639.0
Capital,Catamarca,880,45.0
Capital,Catamarca,089,66.0
Capital,Catamarca,941,43.0
Capital,Catamarca,941,58.0
Capital,Catamarca,942,119.0
Capital,Catamarca,952,19.0
Capital,Catamarca,960,32.0
El Alto,Catamarca,239,244.0
El Alto,Catamarca,812,73.0
La Paz,Catamarca,103,31.0
La Paz,Catamarca,107,722.0
La Paz,Catamarca,014,111.0
La Paz,Catamarca,014,8.0
La Paz,Catamarca,272,44.0
La Paz,Catamarca,329,108.0
La Paz,Catamarca,081,49.0
La Paz,Catamarca,089,9.0
Paclín,Catamarca,017,4.0
Pomán,Catamarca,011,279.0
Pomán,Catamarca,012,107.0
Santa María,Catamarca,110,199.0
Santa María,Catamarca,282,57.0
Santa Rosa,Catamarca,011,134.0
Santa Rosa,Catamarca,011,44.0
Santa Rosa,Catamarca,013,63.0
Santa Rosa,Catamarca,551,40.0
Tinogasta,Catamarca,431,84.0
Valle Viejo,Catamarca,011,88.0
Valle Viejo,Catamarca,012,41.0
Valle Viejo,Catamarca,139,18.0
Valle Viejo,Catamarca,139,160.0
Valle Viejo,Catamarca,141,275.0
Valle Viejo,Catamarca,239,82.0
Valle Viejo,Catamarca,429,506.0
Valle Viejo,Catamarca,477,23.0
Valle Viejo,Catamarca,601,38.0
Calamuchita,Córdoba,107,105.0
Calamuchita,Córdoba,011,88.0
Calamuchita,Córdoba,161,42.0
Calamuchita,Córdoba,021,10.0
Calamuchita,Córdoba,239,121.0
Calamuchita,Córdoba,259,74.0
Calamuchita,Córdoba,329,18.0
Calamuchita,Córdoba,351,388.0
Calamuchita,Córdoba,360,53.0
Calamuchita,Córdoba,461,51.0
Calamuchita,Córdoba,464,18.0
Calamuchita,Córdoba,466,95.0
Calamuchita,Córdoba,471,51.0
Calamuchita,Córdoba,475,67.0
Calamuchita,Córdoba,475,139.0
Calamuchita,Córdoba,477,15.0
Calamuchita,Córdoba,477,14.0
Calamuchita,Córdoba,551,305.0
Calamuchita,Córdoba,551,280.0
Calamuchita,Córdoba,551,23.0
Calamuchita,Córdoba,561,174.0
Calamuchita,Córdoba,561,44.0
Calamuchita,Córdoba,561,56.0
Calamuchita,Córdoba,081,42.0
Capital,Córdoba,101,20.0
Capital,Córdoba,101,196.0
Capital,Córdoba,101,418.0
Capital,Córdoba,101,50.0
Capital,Córdoba,103,22.0
Capital,Córdoba,103,85.0
Capital,Córdoba,105,229.0
Capital,Córdoba,105,194.0
Capital,Córdoba,105,109.0
Capital,Córdoba,105,278.0
Capital,Córdoba,107,499.0
Capital,Córdoba,107,1100.0
Capital,Córdoba,107,884.0
Capital,Córdoba,107,460.0
Capital,Córdoba,107,263.0
Capital,Córdoba,107,19.0
Capital,Córdoba,107,136.0
Capital,Córdoba,107,197.0
Capital,Córdoba,107,32.0
Capital,Córdoba,107,1998.0
Capital,Córdoba,110,301.0
Capital,Córdoba,110,44.0
Capital,Córdoba,110,63.0
Capital,Córdoba,110,1598.0
Capital,Córdoba,110,31.0
Capital,Córdoba,110,436.0
Capital,Córdoba,011,200.0
Capital,Córdoba,011,90.0
Capital,Córdoba,011,430.0
Capital,Córdoba,011,103.0
Capital,Córdoba,011,15.0
Capital,Córdoba,011,65.0
Capital,Córdoba,139,19.0
Capital,Córdoba,139,49.0
Capital,Córdoba,139,204.0
Capital,Córdoba,141,171.0
Capital,Córdoba,014,473.0
Capital,Córdoba,141,73.0
Capital,Córdoba,014,32.0
Capital,Córdoba,141,47.0
Capital,Córdoba,014,19.0
Capital,Córdoba,141,904.0
Capital,Córdoba,014,12.0
Capital,Córdoba,014,65.0
Capital,Córdoba,014,328.0
Capital,Córdoba,014,35.0
Capital,Córdoba,151,46.0
Capital,Córdoba,152,447.0
Capital,Córdoba,152,79.0
Capital,Córdoba,016,28.0
Capital,Córdoba,016,14.0
Capital,Córdoba,016,26.0
Capital,Córdoba,162,75.0
Capital,Córdoba,162,71.0
Capital,Córdoba,162,105.0
Capital,Córdoba,016,15.0
Capital,Córdoba,170,233.0
Capital,Córdoba,170,145.0
Capital,Córdoba,181,318.0
Capital,Córdoba,181,97.0
Capital,Córdoba,201,531.0
Capital,Córdoba,202,98.0
Capital,Córdoba,202,254.0
Capital,Córdoba,202,121.0
Capital,Córdoba,204,8.0
Capital,Córdoba,210,393.0
Capital,Córdoba,221,205.0
Capital,Córdoba,221,42.0
Capital,Córdoba,221,423.0
Capital,Córdoba,222,316.0
Capital,Córdoba,222,880.0
Capital,Córdoba,231,170.0
Capital,Córdoba,239,250.0
Capital,Córdoba,239,128.0
Capital,Córdoba,239,301.0
Capital,Córdoba,239,25.0
Capital,Córdoba,239,156.0
Capital,Córdoba,239,534.0
Capital,Córdoba,239,101.0
Capital,Córdoba,239,64.0
Capital,Córdoba,239,143.0
Capital,Córdoba,241,243.0
Capital,Córdoba,243,166.0
Capital,Córdoba,251,864.0
Capital,Córdoba,251,324.0
Capital,Córdoba,259,579.0
Capital,Córdoba,259,262.0
Capital,Córdoba,259,59.0
Capital,Córdoba,259,610.0
Capital,Córdoba,259,980.0
Capital,Córdoba,262,164.0
Capital,Córdoba,265,109.0
Capital,Córdoba,265,49.0
Capital,Córdoba,266,183.0
Capital,Córdoba,266,411.0
Capital,Córdoba,267,86.0
Capital,Córdoba,271,329.0
Capital,Córdoba,271,299.0
Capital,Córdoba,272,109.0
Capital,Córdoba,274,58.0
Capital,Córdoba,275,151.0
Capital,Córdoba,279,282.0
Capital,Córdoba,281,177.0
Capital,Córdoba,281,239.0
Capital,Córdoba,281,135.0
Capital,Córdoba,282,713.0
Capital,Córdoba,282,47.0
Capital,Córdoba,282,377.0
Capital,Córdoba,282,43.0
Capital,Córdoba,282,39.0
Capital,Córdoba,282,277.0
Capital,Córdoba,291,4779.0
Capital,Córdoba,292,137.0
Capital,Córdoba,293,66.0
Capital,Córdoba,293,4924.0
Capital,Córdoba,303,958.0
Capital,Córdoba,309,141.0
Capital,Córdoba,309,29.0
Capital,Córdoba,310,634.0
Capital,Córdoba,310,116.0
Capital,Córdoba,323,18.0
Capital,Córdoba,324,33.0
Capital,Córdoba,329,37.0
Capital,Córdoba,329,184.0
Capital,Córdoba,331,29.0
Capital,Córdoba,331,35.0
Capital,Córdoba,331,10.0
Capital,Córdoba,331,24.0
Capital,Córdoba,331,87.0
Capital,Córdoba,332,50.0
Capital,Córdoba,351,3556.0
Capital,Córdoba,352,332.0
Capital,Córdoba,360,386.0
Capital,Córdoba,370,28.0
Capital,Córdoba,381,873.0
Capital,Córdoba,382,87.0
Capital,Córdoba,410,7076.0
Capital,Córdoba,410,3494.0
Capital,Córdoba,421,2838.0
Capital,Córdoba,422,2227.0
Capital,Córdoba,429,143.0
Capital,Córdoba,429,1670.0
Capital,Córdoba,431,15.0
Capital,Córdoba,431,187.0
Capital,Córdoba,431,33.0
Capital,Córdoba,432,1467.0
Capital,Córdoba,432,420.0
Capital,Córdoba,432,81.0
Capital,Córdoba,432,194.0
Capital,Córdoba,433,68.0
Capital,Córdoba,433,44.0
Capital,Córdoba,433,168.0
Capital,Córdoba,433,136.0
Capital,Córdoba,439,71.0
Capital,Córdoba,439,53.0
Capital,Córdoba,439,191.0
Capital,Córdoba,451,2953.0
Capital,Córdoba,451,821.0
Capital,Córdoba,451,154.0
Capital,Córdoba,451,55.0
Capital,Córdoba,452,18.0
Capital,Córdoba,452,19.0
Capital,Córdoba,452,52.0
Capital,Córdoba,452,65.0
Capital,Córdoba,452,172.0
Capital,Córdoba,452,4.0
Capital,Córdoba,452,22.0
Capital,Córdoba,452,55.0
Capital,Córdoba,452,668.0
Capital,Córdoba,453,1135.0
Capital,Córdoba,453,273.0
Capital,Córdoba,453,37.0
Capital,Córdoba,453,616.0
Capital,Córdoba,453,46.0
Capital,Córdoba,454,327.0
Capital,Córdoba,461,54.0
Capital,Córdoba,461,25.0
Capital,Córdoba,461,68.0
Capital,Córdoba,461,44.0
Capital,Córdoba,461,141.0
Capital,Córdoba,461,260.0
Capital,Córdoba,461,37.0
Capital,Córdoba,461,37.0
Capital,Córdoba,461,51.0
Capital,Córdoba,461,455.0
Capital,Córdoba,462,92.0
Capital,Córdoba,462,82.0
Capital,Córdoba,462,55.0
Capital,Córdoba,462,19.0
Capital,Córdoba,463,19.0
Capital,Córdoba,463,100.0
Capital,Córdoba,463,34.0
Capital,Córdoba,463,103.0
Capital,Córdoba,463,325.0
Capital,Córdoba,463,27.0
Capital,Córdoba,463,12.0
Capital,Córdoba,463,203.0
Capital,Córdoba,463,149.0
Capital,Córdoba,463,1295.0
Capital,Córdoba,463,145.0
Capital,Córdoba,463,583.0
Capital,Córdoba,463,169.0
Capital,Córdoba,463,136.0
Capital,Córdoba,463,84.0
Capital,Córdoba,463,116.0
Capital,Córdoba,464,45.0
Capital,Córdoba,464,123.0
Capital,Córdoba,464,65.0
Capital,Córdoba,464,57.0
Capital,Córdoba,464,33.0
Capital,Córdoba,464,124.0
Capital,Córdoba,464,65.0
Capital,Córdoba,464,41.0
Capital,Córdoba,464,41.0
Capital,Córdoba,464,103.0
Capital,Córdoba,464,50.0
Capital,Córdoba,464,266.0
Capital,Córdoba,464,1131.0
Capital,Córdoba,464,225.0
Capital,Córdoba,464,187.0
Capital,Córdoba,464,66.0
Capital,Córdoba,464,111.0
Capital,Córdoba,464,23.0
Capital,Córdoba,464,42.0
Capital,Córdoba,464,177.0
Capital,Córdoba,464,102.0
Capital,Córdoba,464,2927.0
Capital,Córdoba,464,88.0
Capital,Córdoba,464,50.0
Capital,Córdoba,464,71.0
Capital,Córdoba,464,22.0
Capital,Córdoba,464,68.0
Capital,Córdoba,465,227.0
Capital,Córdoba,465,95.0
Capital,Córdoba,465,23.0
Capital,Córdoba,465,159.0
Capital,Córdoba,465,29.0
Capital,Córdoba,465,65.0
Capital,Córdoba,465,80.0
Capital,Córdoba,465,201.0
Capital,Córdoba,465,96.0
Capital,Córdoba,465,69.0
Capital,Córdoba,465,10.0
Capital,Córdoba,465,404.0
Capital,Córdoba,466,187.0
Capital,Córdoba,466,220.0
Capital,Córdoba,466,33.0
Capital,Córdoba,466,162.0
Capital,Córdoba,466,578.0
Capital,Córdoba,466,57.0
Capital,Córdoba,466,72.0
Capital,Córdoba,466,130.0
Capital,Córdoba,466,349.0
Capital,Córdoba,466,36.0
Capital,Córdoba,466,40.0
Capital,Córdoba,466,291.0
Capital,Córdoba,466,152.0
Capital,Córdoba,469,1799.0
Capital,Córdoba,471,3969.0
Capital,Córdoba,471,1584.0
Capital,Córdoba,471,198.0
Capital,Córdoba,471,496.0
Capital,Córdoba,471,121.0
Capital,Córdoba,472,26.0
Capital,Córdoba,472,62.0
Capital,Córdoba,472,271.0
Capital,Córdoba,472,437.0
Capital,Córdoba,472,57.0
Capital,Córdoba,472,14.0
Capital,Córdoba,472,100.0
Capital,Córdoba,472,748.0
Capital,Córdoba,472,116.0
Capital,Córdoba,472,491.0
Capital,Córdoba,472,115.0
Capital,Córdoba,472,18.0
Capital,Córdoba,473,2203.0
Capital,Córdoba,474,494.0
Capital,Córdoba,474,404.0
Capital,Córdoba,475,54.0
Capital,Córdoba,475,70.0
Capital,Córdoba,475,196.0
Capital,Córdoba,475,75.0
Capital,Córdoba,475,64.0
Capital,Córdoba,475,481.0
Capital,Córdoba,475,461.0
Capital,Córdoba,475,30.0
Capital,Córdoba,475,12.0
Capital,Córdoba,475,28.0
Capital,Córdoba,475,751.0
Capital,Córdoba,475,697.0
Capital,Córdoba,475,249.0
Capital,Córdoba,475,71.0
Capital,Córdoba,475,131.0
Capital,Córdoba,475,163.0
Capital,Córdoba,475,69.0
Capital,Córdoba,476,136.0
Capital,Córdoba,476,255.0
Capital,Córdoba,476,25.0
Capital,Córdoba,476,65.0
Capital,Córdoba,476,25.0
Capital,Córdoba,476,406.0
Capital,Córdoba,477,177.0
Capital,Córdoba,477,19.0
Capital,Córdoba,477,149.0
Capital,Córdoba,477,117.0
Capital,Córdoba,477,1782.0
Capital,Córdoba,477,24.0
Capital,Córdoba,477,475.0
Capital,Córdoba,477,627.0
Capital,Córdoba,477,240.0
Capital,Córdoba,477,1980.0
Capital,Córdoba,477,1174.0
Capital,Córdoba,477,269.0
Capital,Córdoba,477,248.0
Capital,Córdoba,477,102.0
Capital,Córdoba,477,110.0
Capital,Córdoba,477,72.0
Capital,Córdoba,477,149.0
Capital,Córdoba,477,68.0
Capital,Córdoba,477,152.0
Capital,Córdoba,477,491.0
Capital,Córdoba,477,5.0
Capital,Córdoba,478,15.0
Capital,Córdoba,479,45.0
Capital,Córdoba,491,90.0
Capital,Córdoba,492,2446.0
Capital,Córdoba,492,2264.0
Capital,Córdoba,492,19.0
Capital,Córdoba,492,1952.0
Capital,Córdoba,492,42.0
Capital,Córdoba,492,103.0
Capital,Córdoba,492,47.0
Capital,Córdoba,492,29.0
Capital,Córdoba,492,166.0
Capital,Córdoba,492,70.0
Capital,Córdoba,492,107.0
Capital,Córdoba,492,388.0
Capital,Córdoba,492,4234.0
Capital,Córdoba,493,25.0
Capital,Córdoba,511,246.0
Capital,Córdoba,522,237.0
Capital,Córdoba,523,136.0
Capital,Córdoba,523,4.0
Capital,Córdoba,523,493.0
Capital,Córdoba,523,882.0
Capital,Córdoba,524,366.0
Capital,Córdoba,524,58.0
Capital,Córdoba,530,845.0
Capital,Córdoba,530,40.0
Capital,Córdoba,551,73.0
Capital,Córdoba,551,9.0
Capital,Córdoba,551,770.0
Capital,Córdoba,551,247.0
Capital,Córdoba,551,52.0
Capital,Córdoba,561,1424.0
Capital,Córdoba,561,65.0
Capital,Córdoba,561,1698.0
Capital,Córdoba,561,270.0
Capital,Córdoba,561,3016.0
Capital,Córdoba,561,316.0
Capital,Córdoba,561,482.0
Capital,Córdoba,562,1345.0
Capital,Córdoba,562,147.0
Capital,Córdoba,562,113.0
Capital,Córdoba,581,98.0
Capital,Córdoba,581,282.0
Capital,Córdoba,591,141.0
Capital,Córdoba,601,272.0
Capital,Córdoba,602,416.0
Capital,Córdoba,602,49.0
Capital,Córdoba,602,65.0
Capital,Córdoba,611,5.0
Capital,Córdoba,611,1699.0
Capital,Córdoba,612,1044.0
Capital,Córdoba,614,62.0
Capital,Córdoba,614,32.0
Capital,Córdoba,619,90.0
Capital,Córdoba,620,8100.0
Capital,Córdoba,620,301.0
Capital,Córdoba,620,1754.0
Capital,Córdoba,641,42.0
Capital,Córdoba,641,98.0
Capital,Córdoba,641,2274.0
Capital,Córdoba,641,40.0
Capital,Córdoba,643,24.0
Capital,Córdoba,649,11.0
Capital,Córdoba,649,1105.0
Capital,Córdoba,649,109.0
Capital,Córdoba,649,106.0
Capital,Córdoba,651,709.0
Capital,Córdoba,651,182.0
Capital,Córdoba,651,20.0
Capital,Córdoba,651,392.0
Capital,Córdoba,651,408.0
Capital,Córdoba,651,908.0
Capital,Córdoba,661,201.0
Capital,Córdoba,661,18.0
Capital,Córdoba,662,408.0
Capital,Córdoba,662,21.0
Capital,Córdoba,681,73.0
Capital,Córdoba,681,6.0
Capital,Córdoba,681,970.0
Capital,Córdoba,681,115.0
Capital,Córdoba,682,230.0
Capital,Córdoba,682,131.0
Capital,Córdoba,682,433.0
Capital,Córdoba,691,395.0
Capital,Córdoba,691,171.0
Capital,Córdoba,692,669.0
Capital,Córdoba,702,56.0
Capital,Córdoba,702,88.0
Capital,Córdoba,702,660.0
Capital,Córdoba,711,396.0
Capital,Córdoba,711,243.0
Capital,Córdoba,711,599.0
Capital,Córdoba,712,85.0
Capital,Córdoba,721,79.0
Capital,Córdoba,721,86.0
Capital,Córdoba,731,86.0
Capital,Córdoba,731,419.0
Capital,Córdoba,732,68.0
Capital,Córdoba,741,17.0
Capital,Córdoba,742,7.0
Capital,Córdoba,749,82.0
Capital,Córdoba,749,206.0
Capital,Córdoba,750,43.0
Capital,Córdoba,771,21.0
Capital,Córdoba,772,4.0
Capital,Córdoba,773,44.0
Capital,Córdoba,773,14.0
Capital,Córdoba,773,117.0
Capital,Córdoba,774,10.0
Capital,Córdoba,780,3122.0
Capital,Córdoba,791,284.0
Capital,Córdoba,791,355.0
Capital,Córdoba,791,25.0
Capital,Córdoba,801,666.0
Capital,Córdoba,801,200.0
Capital,Córdoba,801,5200.0
Capital,Córdoba,081,149.0
Capital,Córdoba,812,10329.0
Capital,Córdoba,812,69.0
Capital,Córdoba,812,1393.0
Capital,Córdoba,081,211.0
Capital,Córdoba,813,262.0
Capital,Córdoba,821,58.0
Capital,Córdoba,821,27.0
Capital,Córdoba,822,12735.0
Capital,Córdoba,829,70.0
Capital,Córdoba,829,5658.0
Capital,Córdoba,841,1030.0
Capital,Córdoba,841,136.0
Capital,Córdoba,851,238.0
Capital,Córdoba,851,10394.0
Capital,Córdoba,852,4166.0
Capital,Córdoba,852,302.0
Capital,Córdoba,853,1296.0
Capital,Córdoba,853,4770.0
Capital,Córdoba,854,227.0
Capital,Córdoba,854,91.0
Capital,Córdoba,854,389.0
Capital,Córdoba,854,36.0
Capital,Córdoba,854,349.0
Capital,Córdoba,855,111.0
Capital,Córdoba,861,6245.0
Capital,Córdoba,862,312.0
Capital,Córdoba,862,95.0
Capital,Córdoba,862,14.0
Capital,Córdoba,862,290.0
Capital,Córdoba,863,485.0
Capital,Córdoba,863,861.0
Capital,Córdoba,863,222.0
Capital,Córdoba,863,2144.0
Capital,Córdoba,864,1199.0
Capital,Córdoba,869,37.0
Capital,Córdoba,869,4391.0
Capital,Córdoba,870,742.0
Capital,Córdoba,870,157.0
Capital,Córdoba,880,33.0
Capital,Córdoba,900,236.0
Capital,Córdoba,900,442.0
Capital,Córdoba,900,56.0
Capital,Córdoba,910,61.0
Capital,Córdoba,920,18.0
Capital,Córdoba,920,156.0
Capital,Córdoba,931,1081.0
Capital,Córdoba,931,185.0
Capital,Córdoba,931,39.0
Capital,Córdoba,931,64.0
Capital,Córdoba,931,14.0
Capital,Córdoba,939,61.0
Capital,Córdoba,939,23.0
Capital,Córdoba,939,94.0
Capital,Córdoba,939,137.0
Capital,Córdoba,941,300.0
Capital,Córdoba,941,327.0
Capital,Córdoba,942,1691.0
Capital,Córdoba,949,1572.0
Capital,Córdoba,949,139.0
Capital,Córdoba,949,259.0
Capital,Córdoba,949,945.0
Capital,Córdoba,949,51.0
Capital,Córdoba,949,2147.0
Capital,Córdoba,951,42.0
Capital,Córdoba,951,10.0
Capital,Córdoba,952,30.0
Capital,Córdoba,952,6.0
Capital,Córdoba,952,12.0
Capital,Córdoba,960,7.0
Capital,Córdoba,960,158.0
Capital,Córdoba,960,136.0
Capital,Córdoba,960,65.0
Capital,Córdoba,960,199.0
Capital,Córdoba,960,48.0
Capital,Córdoba,960,418.0
Capital,Córdoba,099,86.0
Capital,Córdoba,990,46.0
Colón,Córdoba,101,292.0
Colón,Córdoba,101,123.0
Colón,Córdoba,101,114.0
Colón,Córdoba,101,115.0
Colón,Córdoba,101,103.0
Colón,Córdoba,103,29.0
Colón,Córdoba,107,124.0
Colón,Córdoba,107,794.0
Colón,Córdoba,110,38.0
Colón,Córdoba,011,202.0
Colón,Córdoba,011,71.0
Colón,Córdoba,011,6.0
Colón,Córdoba,011,390.0
Colón,Córdoba,011,81.0
Colón,Córdoba,120,34.0
Colón,Córdoba,014,161.0
Colón,Córdoba,014,9.0
Colón,Córdoba,014,27.0
Colón,Córdoba,014,279.0
Colón,Córdoba,014,58.0
Colón,Córdoba,016,21.0
Colón,Córdoba,016,10.0
Colón,Córdoba,016,20.0
Colón,Córdoba,016,25.0
Colón,Córdoba,162,135.0
Colón,Córdoba,170,69.0
Colón,Córdoba,202,186.0
Colón,Córdoba,202,75.0
Colón,Córdoba,202,313.0
Colón,Córdoba,239,23.0
Colón,Córdoba,239,347.0
Colón,Córdoba,239,53.0
Colón,Córdoba,239,28.0
Colón,Córdoba,251,132.0
Colón,Córdoba,251,88.0
Colón,Córdoba,293,31.0
Colón,Córdoba,310,71.0
Colón,Córdoba,329,284.0
Colón,Córdoba,351,29.0
Colón,Córdoba,351,26.0
Colón,Córdoba,351,324.0
Colón,Córdoba,360,44.0
Colón,Córdoba,360,156.0
Colón,Córdoba,382,25.0
Colón,Córdoba,410,380.0
Colón,Córdoba,421,441.0
Colón,Córdoba,422,279.0
Colón,Córdoba,431,64.0
Colón,Córdoba,433,23.0
Colón,Córdoba,433,16.0
Colón,Córdoba,452,10.0
Colón,Córdoba,452,9.0
Colón,Córdoba,452,65.0
Colón,Córdoba,453,54.0
Colón,Córdoba,453,47.0
Colón,Córdoba,453,10.0
Colón,Córdoba,461,105.0
Colón,Córdoba,461,11.0
Colón,Córdoba,461,86.0
Colón,Córdoba,461,31.0
Colón,Córdoba,462,20.0
Colón,Córdoba,462,20.0
Colón,Córdoba,462,14.0
Colón,Córdoba,463,56.0
Colón,Córdoba,463,34.0
Colón,Córdoba,463,134.0
Colón,Córdoba,463,128.0
Colón,Córdoba,463,211.0
Colón,Córdoba,463,66.0
Colón,Córdoba,464,97.0
Colón,Córdoba,465,11.0
Colón,Córdoba,466,113.0
Colón,Córdoba,466,34.0
Colón,Córdoba,466,46.0
Colón,Córdoba,466,73.0
Colón,Córdoba,466,23.0
Colón,Córdoba,466,73.0
Colón,Córdoba,471,406.0
Colón,Córdoba,471,66.0
Colón,Córdoba,471,77.0
Colón,Córdoba,472,21.0
Colón,Córdoba,472,29.0
Colón,Córdoba,472,76.0
Colón,Córdoba,472,232.0
Colón,Córdoba,472,20.0
Colón,Córdoba,472,56.0
Colón,Córdoba,473,708.0
Colón,Córdoba,475,8.0
Colón,Córdoba,475,151.0
Colón,Córdoba,475,32.0
Colón,Córdoba,475,146.0
Colón,Córdoba,475,98.0
Colón,Córdoba,475,26.0
Colón,Córdoba,475,62.0
Colón,Córdoba,476,36.0
Colón,Córdoba,477,238.0
Colón,Córdoba,477,65.0
Colón,Córdoba,477,297.0
Colón,Córdoba,477,27.0
Colón,Córdoba,477,29.0
Colón,Córdoba,477,50.0
Colón,Córdoba,492,233.0
Colón,Córdoba,492,49.0
Colón,Córdoba,492,325.0
Colón,Córdoba,561,205.0
Colón,Córdoba,561,137.0
Colón,Córdoba,561,266.0
Colón,Córdoba,561,47.0
Colón,Córdoba,562,115.0
Colón,Córdoba,619,40.0
Colón,Córdoba,649,37.0
Colón,Córdoba,662,45.0
Colón,Córdoba,681,41.0
Colón,Córdoba,681,108.0
Colón,Córdoba,681,43.0
Colón,Córdoba,691,21.0
Colón,Córdoba,702,24.0
Colón,Córdoba,702,224.0
Colón,Córdoba,749,18.0
Colón,Córdoba,791,12.0
Colón,Córdoba,801,35.0
Colón,Córdoba,801,946.0
Colón,Córdoba,812,28.0
Colón,Córdoba,081,303.0
Colón,Córdoba,813,166.0
Colón,Córdoba,841,301.0
Colón,Córdoba,842,29.0
Colón,Córdoba,851,1754.0
Colón,Córdoba,852,591.0
Colón,Córdoba,852,185.0
Colón,Córdoba,863,93.0
Colón,Córdoba,869,402.0
Colón,Córdoba,870,160.0
Colón,Córdoba,942,136.0
Colón,Córdoba,949,242.0
Colón,Córdoba,949,49.0
Colón,Córdoba,949,273.0
Colón,Córdoba,960,43.0
Cruz del Eje,Córdoba,011,33.0
Cruz del Eje,Córdoba,239,29.0
Cruz del Eje,Córdoba,472,33.0
Cruz del Eje,Córdoba,492,332.0
General Roca,Córdoba,011,119.0
General Roca,Córdoba,011,29.0
General Roca,Córdoba,011,10.0
General Roca,Córdoba,011,306.0
General Roca,Córdoba,011,14.0
General Roca,Córdoba,011,49.0
General Roca,Córdoba,014,534.0
General Roca,Córdoba,014,181.0
General Roca,Córdoba,014,13.0
General Roca,Córdoba,014,35.0
General Roca,Córdoba,014,66.0
General Roca,Córdoba,014,10.0
General Roca,Córdoba,016,24.0
General Roca,Córdoba,016,8.0
General Roca,Córdoba,016,15.0
General Roca,Córdoba,016,46.0
General Roca,Córdoba,162,25.0
General Roca,Córdoba,351,163.0
